productkey,customerkey,salesamount,orderdate,duedate,shipdate
480,19200,2.29,11-05-2022,11/17/2022,11-12-2022
478,14658,9.99,11-05-2022,11/17/2022,11-12-2022
477,14658,4.99,11-05-2022,11/17/2022,11-12-2022
484,14658,7.95,11-05-2022,11/17/2022,11-12-2022
476,19017,69.99,11-05-2022,11/17/2022,11-12-2022
476,18879,69.99,11-05-2022,11/17/2022,11-12-2022
477,17490,4.99,11-05-2022,11/17/2022,11-12-2022
484,17490,7.95,11-05-2022,11/17/2022,11-12-2022
477,17469,4.99,11-05-2022,11/17/2022,11-12-2022
480,17469,2.29,11-05-2022,11/17/2022,11-12-2022
477,17146,4.99,11-05-2022,11/17/2022,11-12-2022
217,17146,34.99,11-05-2022,11/17/2022,11-12-2022
528,16131,4.99,11-05-2022,11/17/2022,11-12-2022
480,16131,2.29,11-05-2022,11/17/2022,11-12-2022
486,16131,159,11-05-2022,11/17/2022,11-12-2022
528,15898,4.99,11-05-2022,11/17/2022,11-12-2022
480,15898,2.29,11-05-2022,11/17/2022,11-12-2022
474,16591,69.99,11-05-2022,11/17/2022,11-12-2022
225,16591,8.99,11-05-2022,11/17/2022,11-12-2022
491,16591,53.99,11-05-2022,11/17/2022,11-12-2022
537,16578,35,11-05-2022,11/17/2022,11-12-2022
528,16578,4.99,11-05-2022,11/17/2022,11-12-2022
214,16578,34.99,11-05-2022,11/17/2022,11-12-2022
225,28451,8.99,11-05-2022,11/17/2022,11-12-2022
538,28451,21.49,11-05-2022,11/17/2022,11-12-2022
538,21094,21.49,11-05-2022,11/17/2022,11-12-2022
529,21094,3.99,11-05-2022,11/17/2022,11-12-2022
214,21094,34.99,11-05-2022,11/17/2022,11-12-2022
529,26366,3.99,11-05-2022,11/17/2022,11-12-2022
467,26366,24.49,11-05-2022,11/17/2022,11-12-2022
538,26366,21.49,11-05-2022,11/17/2022,11-12-2022
537,11787,35,11-05-2022,11/17/2022,11-12-2022
528,11787,4.99,11-05-2022,11/17/2022,11-12-2022
217,11787,34.99,11-05-2022,11/17/2022,11-12-2022
537,12093,35,11-05-2022,11/17/2022,11-12-2022
480,12093,2.29,11-05-2022,11/17/2022,11-12-2022
537,12119,35,11-05-2022,11/17/2022,11-12-2022
528,12119,4.99,11-05-2022,11/17/2022,11-12-2022
480,12119,2.29,11-05-2022,11/17/2022,11-12-2022
537,12426,35,11-05-2022,11/17/2022,11-12-2022
528,12426,4.99,11-05-2022,11/17/2022,11-12-2022
222,12426,34.99,11-05-2022,11/17/2022,11-12-2022
467,12426,24.49,11-05-2022,11/17/2022,11-12-2022
598,14022,539.99,11-05-2022,11/17/2022,11-12-2022
528,14022,4.99,11-05-2022,11/17/2022,11-12-2022
535,14022,24.99,11-05-2022,11/17/2022,11-12-2022
222,14022,34.99,11-05-2022,11/17/2022,11-12-2022
471,14022,63.5,11-05-2022,11/17/2022,11-12-2022
591,16138,564.99,11-05-2022,11/17/2022,11-12-2022
592,16123,564.99,11-05-2022,11/17/2022,11-12-2022
478,16123,9.99,11-05-2022,11/17/2022,11-12-2022
487,16123,54.99,11-05-2022,11/17/2022,11-12-2022
355,20182,2319.99,11-05-2022,11/17/2022,11-12-2022
487,20182,54.99,11-05-2022,11/17/2022,11-12-2022
353,18075,2319.99,11-05-2022,11/17/2022,11-12-2022
528,18075,4.99,11-05-2022,11/17/2022,11-12-2022
537,18075,35,11-05-2022,11/17/2022,11-12-2022
214,18075,34.99,11-05-2022,11/17/2022,11-12-2022
363,17623,2294.99,11-05-2022,11/17/2022,11-12-2022
485,17623,21.98,11-05-2022,11/17/2022,11-12-2022
478,17623,9.99,11-05-2022,11/17/2022,11-12-2022
359,17543,2294.99,11-05-2022,11/17/2022,11-12-2022
483,17543,120,11-05-2022,11/17/2022,11-12-2022
355,17544,2319.99,11-05-2022,11/17/2022,11-12-2022
537,17544,35,11-05-2022,11/17/2022,11-12-2022
528,17544,4.99,11-05-2022,11/17/2022,11-12-2022
590,15290,769.49,11-05-2022,11/17/2022,11-12-2022
475,15290,69.99,11-05-2022,11/17/2022,11-12-2022
490,15290,53.99,11-05-2022,11/17/2022,11-12-2022
587,13057,769.49,11-05-2022,11/17/2022,11-12-2022
474,13057,69.99,11-05-2022,11/17/2022,11-12-2022
225,13057,8.99,11-05-2022,11/17/2022,11-12-2022
228,13057,49.99,11-05-2022,11/17/2022,11-12-2022
353,18224,2319.99,11-05-2022,11/17/2022,11-12-2022
477,18224,4.99,11-05-2022,11/17/2022,11-12-2022
478,18224,9.99,11-05-2022,11/17/2022,11-12-2022
467,18224,24.49,11-05-2022,11/17/2022,11-12-2022
217,18224,34.99,11-05-2022,11/17/2022,11-12-2022
363,18225,2294.99,11-05-2022,11/17/2022,11-12-2022
528,18225,4.99,11-05-2022,11/17/2022,11-12-2022
537,18225,35,11-05-2022,11/17/2022,11-12-2022
477,18225,4.99,11-05-2022,11/17/2022,11-12-2022
478,18225,9.99,11-05-2022,11/17/2022,11-12-2022
361,20375,2294.99,11-05-2022,11/17/2022,11-12-2022
485,20375,21.98,11-05-2022,11/17/2022,11-12-2022
228,20375,49.99,11-05-2022,11/17/2022,11-12-2022
353,19705,2319.99,11-05-2022,11/17/2022,11-12-2022
485,19705,21.98,11-05-2022,11/17/2022,11-12-2022
363,13154,2294.99,11-05-2022,11/17/2022,11-12-2022
477,13154,4.99,11-05-2022,11/17/2022,11-12-2022
478,13154,9.99,11-05-2022,11/17/2022,11-12-2022
357,17176,2319.99,11-05-2022,11/17/2022,11-12-2022
478,17176,9.99,11-05-2022,11/17/2022,11-12-2022
477,17176,4.99,11-05-2022,11/17/2022,11-12-2022
222,17176,34.99,11-05-2022,11/17/2022,11-12-2022
577,11496,1214.85,11-05-2022,11/17/2022,11-12-2022
585,17834,742.35,11-05-2022,11/17/2022,11-12-2022
237,17834,49.99,11-05-2022,11/17/2022,11-12-2022
376,22180,2443.35,11-05-2022,11/17/2022,11-12-2022
484,22180,7.95,11-05-2022,11/17/2022,11-12-2022
582,22909,1700.99,11-05-2022,11/17/2022,11-12-2022
217,22909,34.99,11-05-2022,11/17/2022,11-12-2022
489,22909,53.99,11-05-2022,11/17/2022,11-12-2022
225,22909,8.99,11-05-2022,11/17/2022,11-12-2022
605,25918,539.99,11-05-2022,11/17/2022,11-12-2022
538,25918,21.49,11-05-2022,11/17/2022,11-12-2022
589,17294,769.49,11-05-2022,11/17/2022,11-12-2022
484,17294,7.95,11-05-2022,11/17/2022,11-12-2022
353,16158,2319.99,11-05-2022,11/17/2022,11-12-2022
357,15722,2319.99,11-05-2022,11/17/2022,11-12-2022
465,15722,24.49,11-05-2022,11/17/2022,11-12-2022
487,15722,54.99,11-05-2022,11/17/2022,11-12-2022
560,26234,1214.85,11-05-2022,11/17/2022,11-12-2022
541,26234,28.99,11-05-2022,11/17/2022,11-12-2022
225,23860,8.99,11-05-2022,11/17/2022,11-12-2022
605,23860,539.99,11-05-2022,11/17/2022,11-12-2022
604,23584,539.99,11-05-2022,11/17/2022,11-12-2022
214,23584,34.99,11-05-2022,11/17/2022,11-12-2022
584,23506,539.99,11-05-2022,11/17/2022,11-12-2022
388,21711,1120.49,11-05-2022,11/17/2022,11-12-2022
467,21711,24.49,11-05-2022,11/17/2022,11-12-2022
214,21711,34.99,11-05-2022,11/17/2022,11-12-2022
386,21599,1120.49,11-05-2022,11/17/2022,11-12-2022
237,21599,49.99,11-05-2022,11/17/2022,11-12-2022
384,25467,1120.49,11-05-2022,11/17/2022,11-12-2022
529,25467,3.99,11-05-2022,11/17/2022,11-12-2022
539,25467,24.99,11-05-2022,11/17/2022,11-12-2022
480,25467,2.29,11-05-2022,11/17/2022,11-12-2022
584,13265,539.99,11-05-2022,11/17/2022,11-12-2022
575,16565,2384.07,11-05-2022,11/17/2022,11-12-2022
530,16565,4.99,11-05-2022,11/17/2022,11-12-2022
541,16565,28.99,11-05-2022,11/17/2022,11-12-2022
480,16565,2.29,11-05-2022,11/17/2022,11-12-2022
585,11033,742.35,11-05-2022,11/17/2022,11-12-2022
479,11033,8.99,11-05-2022,11/17/2022,11-12-2022
225,11033,8.99,11-05-2022,11/17/2022,11-12-2022
477,11033,4.99,11-05-2022,11/17/2022,11-12-2022
586,14681,742.35,11-05-2022,11/17/2022,11-12-2022
214,14681,34.99,11-05-2022,11/17/2022,11-12-2022
606,25944,539.99,11-05-2022,11/17/2022,11-12-2022
214,25944,34.99,11-05-2022,11/17/2022,11-12-2022
535,12666,24.99,11-06-2022,11/18/2022,11/13/2022
480,12666,2.29,11-06-2022,11/18/2022,11/13/2022
539,14229,24.99,11-06-2022,11/18/2022,11/13/2022
475,13048,69.99,11-06-2022,11/18/2022,11/13/2022
225,13048,8.99,11-06-2022,11/18/2022,11/13/2022
529,13640,3.99,11-06-2022,11/18/2022,11/13/2022
217,13640,34.99,11-06-2022,11/18/2022,11/13/2022
530,19575,4.99,11-06-2022,11/18/2022,11/13/2022
541,19575,28.99,11-06-2022,11/18/2022,11/13/2022
480,19575,2.29,11-06-2022,11/18/2022,11/13/2022
353,20560,2319.99,11-06-2022,11/18/2022,11/13/2022
477,20560,4.99,11-06-2022,11/18/2022,11/13/2022
478,20560,9.99,11-06-2022,11/18/2022,11/13/2022
214,20560,34.99,11-06-2022,11/18/2022,11/13/2022
225,20560,8.99,11-06-2022,11/18/2022,11/13/2022
363,12717,2294.99,11-06-2022,11/18/2022,11/13/2022
478,12717,9.99,11-06-2022,11/18/2022,11/13/2022
357,19943,2319.99,11-06-2022,11/18/2022,11/13/2022
478,19943,9.99,11-06-2022,11/18/2022,11/13/2022
529,28975,3.99,11-06-2022,11/18/2022,11/13/2022
539,28975,24.99,11-06-2022,11/18/2022,11/13/2022
225,28975,8.99,11-06-2022,11/18/2022,11/13/2022
530,11619,4.99,11-06-2022,11/18/2022,11/13/2022
487,11619,54.99,11-06-2022,11/18/2022,11/13/2022
484,11619,7.95,11-06-2022,11/18/2022,11/13/2022
540,11277,32.6,11-06-2022,11/18/2022,11/13/2022
228,11277,49.99,11-06-2022,11/18/2022,11/13/2022
528,23152,4.99,11-06-2022,11/18/2022,11/13/2022
536,23152,29.99,11-06-2022,11/18/2022,11/13/2022
480,23152,2.29,11-06-2022,11/18/2022,11/13/2022
536,19000,29.99,11-06-2022,11/18/2022,11/13/2022
536,22326,29.99,11-06-2022,11/18/2022,11/13/2022
480,22326,2.29,11-06-2022,11/18/2022,11/13/2022
484,22326,7.95,11-06-2022,11/18/2022,11/13/2022
478,22979,9.99,11-06-2022,11/18/2022,11/13/2022
477,22979,4.99,11-06-2022,11/18/2022,11/13/2022
487,22979,54.99,11-06-2022,11/18/2022,11/13/2022
225,22979,8.99,11-06-2022,11/18/2022,11/13/2022
477,23275,4.99,11-06-2022,11/18/2022,11/13/2022
478,23275,9.99,11-06-2022,11/18/2022,11/13/2022
489,23275,53.99,11-06-2022,11/18/2022,11/13/2022
475,18821,69.99,11-06-2022,11/18/2022,11/13/2022
476,28121,69.99,11-06-2022,11/18/2022,11/13/2022
234,28121,49.99,11-06-2022,11/18/2022,11/13/2022
477,18408,4.99,11-06-2022,11/18/2022,11/13/2022
484,18408,7.95,11-06-2022,11/18/2022,11/13/2022
476,29104,69.99,11-06-2022,11/18/2022,11/13/2022
225,29104,8.99,11-06-2022,11/18/2022,11/13/2022
475,19115,69.99,11-06-2022,11/18/2022,11/13/2022
490,19115,53.99,11-06-2022,11/18/2022,11/13/2022
465,19115,24.49,11-06-2022,11/18/2022,11/13/2022
475,18994,69.99,11-06-2022,11/18/2022,11/13/2022
491,18994,53.99,11-06-2022,11/18/2022,11/13/2022
477,25196,4.99,11-06-2022,11/18/2022,11/13/2022
231,25196,49.99,11-06-2022,11/18/2022,11/13/2022
477,16650,4.99,11-06-2022,11/18/2022,11/13/2022
477,29231,4.99,11-06-2022,11/18/2022,11/13/2022
222,29231,34.99,11-06-2022,11/18/2022,11/13/2022
528,23488,4.99,11-06-2022,11/18/2022,11/13/2022
485,14251,21.98,11-06-2022,11/18/2022,11/13/2022
228,14251,49.99,11-06-2022,11/18/2022,11/13/2022
485,13932,21.98,11-06-2022,11/18/2022,11/13/2022
485,16058,21.98,11-06-2022,11/18/2022,11/13/2022
481,16058,8.99,11-06-2022,11/18/2022,11/13/2022
485,13655,21.98,11-06-2022,11/18/2022,11/13/2022
535,19081,24.99,11-06-2022,11/18/2022,11/13/2022
528,19081,4.99,11-06-2022,11/18/2022,11/13/2022
480,19081,2.29,11-06-2022,11/18/2022,11/13/2022
538,24578,21.49,11-06-2022,11/18/2022,11/13/2022
529,24578,3.99,11-06-2022,11/18/2022,11/13/2022
480,24578,2.29,11-06-2022,11/18/2022,11/13/2022
477,19179,4.99,11-06-2022,11/18/2022,11/13/2022
484,19179,7.95,11-06-2022,11/18/2022,11/13/2022
529,20956,3.99,11-06-2022,11/18/2022,11/13/2022
541,22658,28.99,11-06-2022,11/18/2022,11/13/2022
530,27886,4.99,11-06-2022,11/18/2022,11/13/2022
214,27886,34.99,11-06-2022,11/18/2022,11/13/2022
530,27950,4.99,11-06-2022,11/18/2022,11/13/2022
537,11091,35,11-06-2022,11/18/2022,11/13/2022
530,13826,4.99,11-06-2022,11/18/2022,11/13/2022
222,13826,34.99,11-06-2022,11/18/2022,11/13/2022
225,13826,8.99,11-06-2022,11/18/2022,11/13/2022
528,11728,4.99,11-06-2022,11/18/2022,11/13/2022
537,11728,35,11-06-2022,11/18/2022,11/13/2022
217,11728,34.99,11-06-2022,11/18/2022,11/13/2022
528,11841,4.99,11-06-2022,11/18/2022,11/13/2022
537,11841,35,11-06-2022,11/18/2022,11/13/2022
480,11841,2.29,11-06-2022,11/18/2022,11/13/2022
537,13167,35,11-06-2022,11/18/2022,11/13/2022
528,13167,4.99,11-06-2022,11/18/2022,11/13/2022
480,13167,2.29,11-06-2022,11/18/2022,11/13/2022
485,13073,21.98,11-06-2022,11/18/2022,11/13/2022
528,13222,4.99,11-06-2022,11/18/2022,11/13/2022
537,13222,35,11-06-2022,11/18/2022,11/13/2022
485,13222,21.98,11-06-2022,11/18/2022,11/13/2022
600,16142,539.99,11-06-2022,11/18/2022,11/13/2022
478,16142,9.99,11-06-2022,11/18/2022,11/13/2022
477,16142,4.99,11-06-2022,11/18/2022,11/13/2022
225,16142,8.99,11-06-2022,11/18/2022,11/13/2022
363,17460,2294.99,11-06-2022,11/18/2022,11/13/2022
478,17460,9.99,11-06-2022,11/18/2022,11/13/2022
217,17460,34.99,11-06-2022,11/18/2022,11/13/2022
355,17474,2319.99,11-06-2022,11/18/2022,11/13/2022
222,17474,34.99,11-06-2022,11/18/2022,11/13/2022
359,17499,2294.99,11-06-2022,11/18/2022,11/13/2022
355,17535,2319.99,11-06-2022,11/18/2022,11/13/2022
485,17535,21.98,11-06-2022,11/18/2022,11/13/2022
471,17535,63.5,11-06-2022,11/18/2022,11/13/2022
587,15255,769.49,11-06-2022,11/18/2022,11/13/2022
214,15255,34.99,11-06-2022,11/18/2022,11/13/2022
589,12031,769.49,11-06-2022,11/18/2022,11/13/2022
361,13248,2294.99,11-06-2022,11/18/2022,11/13/2022
478,13248,9.99,11-06-2022,11/18/2022,11/13/2022
477,13248,4.99,11-06-2022,11/18/2022,11/13/2022
361,12418,2294.99,11-06-2022,11/18/2022,11/13/2022
485,12418,21.98,11-06-2022,11/18/2022,11/13/2022
463,12418,24.49,11-06-2022,11/18/2022,11/13/2022
234,12418,49.99,11-06-2022,11/18/2022,11/13/2022
361,18950,2294.99,11-06-2022,11/18/2022,11/13/2022
485,18950,21.98,11-06-2022,11/18/2022,11/13/2022
222,18950,34.99,11-06-2022,11/18/2022,11/13/2022
359,17136,2294.99,11-06-2022,11/18/2022,11/13/2022
480,17136,2.29,11-06-2022,11/18/2022,11/13/2022
363,17156,2294.99,11-06-2022,11/18/2022,11/13/2022
537,17156,35,11-06-2022,11/18/2022,11/13/2022
480,17156,2.29,11-06-2022,11/18/2022,11/13/2022
483,17156,120,11-06-2022,11/18/2022,11/13/2022
237,17156,49.99,11-06-2022,11/18/2022,11/13/2022
579,13690,1214.85,11-06-2022,11/18/2022,11/13/2022
479,13690,8.99,11-06-2022,11/18/2022,11/13/2022
477,13690,4.99,11-06-2022,11/18/2022,11/13/2022
217,13690,34.99,11-06-2022,11/18/2022,11/13/2022
561,29368,2384.07,11-06-2022,11/18/2022,11/13/2022
479,29368,8.99,11-06-2022,11/18/2022,11/13/2022
477,29368,4.99,11-06-2022,11/18/2022,11/13/2022
465,29368,24.49,11-06-2022,11/18/2022,11/13/2022
388,26438,1120.49,11-06-2022,11/18/2022,11/13/2022
222,26438,34.99,11-06-2022,11/18/2022,11/13/2022
606,25937,539.99,11-06-2022,11/18/2022,11/13/2022
538,25937,21.49,11-06-2022,11/18/2022,11/13/2022
529,25937,3.99,11-06-2022,11/18/2022,11/13/2022
214,25937,34.99,11-06-2022,11/18/2022,11/13/2022
594,12585,564.99,11-06-2022,11/18/2022,11/13/2022
478,12585,9.99,11-06-2022,11/18/2022,11/13/2022
477,12585,4.99,11-06-2022,11/18/2022,11/13/2022
361,15756,2294.99,11-06-2022,11/18/2022,11/13/2022
537,15756,35,11-06-2022,11/18/2022,11/13/2022
528,15756,4.99,11-06-2022,11/18/2022,11/13/2022
214,15756,34.99,11-06-2022,11/18/2022,11/13/2022
361,13050,2294.99,11-06-2022,11/18/2022,11/13/2022
537,13050,35,11-06-2022,11/18/2022,11/13/2022
567,11191,742.35,11-06-2022,11/18/2022,11/13/2022
225,11191,8.99,11-06-2022,11/18/2022,11/13/2022
491,11191,53.99,11-06-2022,11/18/2022,11/13/2022
578,26241,1214.85,11-06-2022,11/18/2022,11/13/2022
541,26241,28.99,11-06-2022,11/18/2022,11/13/2022
530,26241,4.99,11-06-2022,11/18/2022,11/13/2022
567,11082,742.35,11-06-2022,11/18/2022,11/13/2022
479,11082,8.99,11-06-2022,11/18/2022,11/13/2022
477,11082,4.99,11-06-2022,11/18/2022,11/13/2022
465,11082,24.49,11-06-2022,11/18/2022,11/13/2022
561,27568,2384.07,11-06-2022,11/18/2022,11/13/2022
214,27568,34.99,11-06-2022,11/18/2022,11/13/2022
563,28064,2384.07,11-06-2022,11/18/2022,11/13/2022
574,27623,2384.07,11-06-2022,11/18/2022,11/13/2022
477,27623,4.99,11-06-2022,11/18/2022,11/13/2022
479,27623,8.99,11-06-2022,11/18/2022,11/13/2022
484,27623,7.95,11-06-2022,11/18/2022,11/13/2022
576,27669,2384.07,11-06-2022,11/18/2022,11/13/2022
214,27669,34.99,11-06-2022,11/18/2022,11/13/2022
562,22901,2384.07,11-06-2022,11/18/2022,11/13/2022
225,22901,8.99,11-06-2022,11/18/2022,11/13/2022
606,23835,539.99,11-06-2022,11/18/2022,11/13/2022
479,23835,8.99,11-06-2022,11/18/2022,11/13/2022
477,23835,4.99,11-06-2022,11/18/2022,11/13/2022
228,23835,49.99,11-06-2022,11/18/2022,11/13/2022
384,21922,1120.49,11-06-2022,11/18/2022,11/13/2022
386,20651,1120.49,11-06-2022,11/18/2022,11/13/2022
529,20651,3.99,11-06-2022,11/18/2022,11/13/2022
539,20651,24.99,11-06-2022,11/18/2022,11/13/2022
386,21606,1120.49,11-06-2022,11/18/2022,11/13/2022
214,21606,34.99,11-06-2022,11/18/2022,11/13/2022
582,18800,1700.99,11-06-2022,11/18/2022,11/13/2022
488,18800,53.99,11-06-2022,11/18/2022,11/13/2022
388,21593,1120.49,11-06-2022,11/18/2022,11/13/2022
214,21593,34.99,11-06-2022,11/18/2022,11/13/2022
390,21594,1120.49,11-06-2022,11/18/2022,11/13/2022
539,21594,24.99,11-06-2022,11/18/2022,11/13/2022
465,21594,24.49,11-06-2022,11/18/2022,11/13/2022
386,25488,1120.49,11-06-2022,11/18/2022,11/13/2022
604,27762,539.99,11-06-2022,11/18/2022,11/13/2022
222,27762,34.99,11-06-2022,11/18/2022,11/13/2022
586,15120,742.35,11-06-2022,11/18/2022,11/13/2022
541,15120,28.99,11-06-2022,11/18/2022,11/13/2022
530,15120,4.99,11-06-2022,11/18/2022,11/13/2022
217,15120,34.99,11-06-2022,11/18/2022,11/13/2022
584,29299,539.99,11-06-2022,11/18/2022,11/13/2022
479,29299,8.99,11-06-2022,11/18/2022,11/13/2022
582,19289,1700.99,11-07-2022,11/19/2022,11/14/2022
539,19289,24.99,11-07-2022,11/19/2022,11/14/2022
529,19289,3.99,11-07-2022,11/19/2022,11/14/2022
222,19289,34.99,11-07-2022,11/19/2022,11/14/2022
483,12409,120,11-07-2022,11/19/2022,11/14/2022
222,11950,34.99,11-07-2022,11/19/2022,11/14/2022
528,11148,4.99,11-07-2022,11/19/2022,11/14/2022
535,11148,24.99,11-07-2022,11/19/2022,11/14/2022
480,11148,2.29,11-07-2022,11/19/2022,11/14/2022
490,18763,53.99,11-07-2022,11/19/2022,11/14/2022
530,28310,4.99,11-07-2022,11/19/2022,11/14/2022
237,11371,49.99,11-07-2022,11/19/2022,11/14/2022
590,16445,769.49,11-07-2022,11/19/2022,11/14/2022
536,16445,29.99,11-07-2022,11/19/2022,11/14/2022
590,16509,769.49,11-07-2022,11/19/2022,11/14/2022
485,16509,21.98,11-07-2022,11/19/2022,11/14/2022
478,16509,9.99,11-07-2022,11/19/2022,11/14/2022
477,16509,4.99,11-07-2022,11/19/2022,11/14/2022
481,16509,8.99,11-07-2022,11/19/2022,11/14/2022
361,14947,2294.99,11-07-2022,11/19/2022,11/14/2022
357,19298,2319.99,11-07-2022,11/19/2022,11/14/2022
353,19911,2319.99,11-07-2022,11/19/2022,11/14/2022
477,19911,4.99,11-07-2022,11/19/2022,11/14/2022
478,19911,9.99,11-07-2022,11/19/2022,11/14/2022
363,20555,2294.99,11-07-2022,11/19/2022,11/14/2022
485,20555,21.98,11-07-2022,11/19/2022,11/14/2022
489,20555,53.99,11-07-2022,11/19/2022,11/14/2022
539,28800,24.99,11-07-2022,11/19/2022,11/14/2022
529,29077,3.99,11-07-2022,11/19/2022,11/14/2022
539,29077,24.99,11-07-2022,11/19/2022,11/14/2022
214,29077,34.99,11-07-2022,11/19/2022,11/14/2022
530,27031,4.99,11-07-2022,11/19/2022,11/14/2022
540,11091,32.6,11-07-2022,11/19/2022,11/14/2022
480,11091,2.29,11-07-2022,11/19/2022,11/14/2022
540,24509,32.6,11-07-2022,11/19/2022,11/14/2022
480,24509,2.29,11-07-2022,11/19/2022,11/14/2022
536,12431,29.99,11-07-2022,11/19/2022,11/14/2022
480,12431,2.29,11-07-2022,11/19/2022,11/14/2022
536,22740,29.99,11-07-2022,11/19/2022,11/14/2022
478,20432,9.99,11-07-2022,11/19/2022,11/14/2022
477,20432,4.99,11-07-2022,11/19/2022,11/14/2022
478,12919,9.99,11-07-2022,11/19/2022,11/14/2022
477,12919,4.99,11-07-2022,11/19/2022,11/14/2022
225,12919,8.99,11-07-2022,11/19/2022,11/14/2022
476,17539,69.99,11-07-2022,11/19/2022,11/14/2022
228,17539,49.99,11-07-2022,11/19/2022,11/14/2022
467,17539,24.49,11-07-2022,11/19/2022,11/14/2022
225,18940,8.99,11-07-2022,11/19/2022,11/14/2022
475,18940,69.99,11-07-2022,11/19/2022,11/14/2022
474,28027,69.99,11-07-2022,11/19/2022,11/14/2022
228,28027,49.99,11-07-2022,11/19/2022,11/14/2022
477,18397,4.99,11-07-2022,11/19/2022,11/14/2022
477,17528,4.99,11-07-2022,11/19/2022,11/14/2022
234,17528,49.99,11-07-2022,11/19/2022,11/14/2022
528,15736,4.99,11-07-2022,11/19/2022,11/14/2022
485,15736,21.98,11-07-2022,11/19/2022,11/14/2022
478,15736,9.99,11-07-2022,11/19/2022,11/14/2022
477,15736,4.99,11-07-2022,11/19/2022,11/14/2022
217,15736,34.99,11-07-2022,11/19/2022,11/14/2022
528,23362,4.99,11-07-2022,11/19/2022,11/14/2022
480,23362,2.29,11-07-2022,11/19/2022,11/14/2022
535,21544,24.99,11-07-2022,11/19/2022,11/14/2022
528,21544,4.99,11-07-2022,11/19/2022,11/14/2022
528,17643,4.99,11-07-2022,11/19/2022,11/14/2022
536,17643,29.99,11-07-2022,11/19/2022,11/14/2022
214,17643,34.99,11-07-2022,11/19/2022,11/14/2022
536,17878,29.99,11-07-2022,11/19/2022,11/14/2022
528,17878,4.99,11-07-2022,11/19/2022,11/14/2022
217,17878,34.99,11-07-2022,11/19/2022,11/14/2022
529,27827,3.99,11-07-2022,11/19/2022,11/14/2022
538,27827,21.49,11-07-2022,11/19/2022,11/14/2022
477,22454,4.99,11-07-2022,11/19/2022,11/14/2022
484,22454,7.95,11-07-2022,11/19/2022,11/14/2022
530,27849,4.99,11-07-2022,11/19/2022,11/14/2022
214,27849,34.99,11-07-2022,11/19/2022,11/14/2022
530,28920,4.99,11-07-2022,11/19/2022,11/14/2022
480,28920,2.29,11-07-2022,11/19/2022,11/14/2022
537,11510,35,11-07-2022,11/19/2022,11/14/2022
528,11510,4.99,11-07-2022,11/19/2022,11/14/2022
222,11510,34.99,11-07-2022,11/19/2022,11/14/2022
463,11510,24.49,11-07-2022,11/19/2022,11/14/2022
528,11159,4.99,11-07-2022,11/19/2022,11/14/2022
537,11159,35,11-07-2022,11/19/2022,11/14/2022
480,11159,2.29,11-07-2022,11/19/2022,11/14/2022
537,12958,35,11-07-2022,11/19/2022,11/14/2022
528,12958,4.99,11-07-2022,11/19/2022,11/14/2022
486,12958,159,11-07-2022,11/19/2022,11/14/2022
528,11521,4.99,11-07-2022,11/19/2022,11/14/2022
537,11521,35,11-07-2022,11/19/2022,11/14/2022
480,11521,2.29,11-07-2022,11/19/2022,11/14/2022
485,13342,21.98,11-07-2022,11/19/2022,11/14/2022
480,13342,2.29,11-07-2022,11/19/2022,11/14/2022
484,13342,7.95,11-07-2022,11/19/2022,11/14/2022
479,11390,8.99,11-07-2022,11/19/2022,11/14/2022
477,11390,4.99,11-07-2022,11/19/2022,11/14/2022
222,11390,34.99,11-07-2022,11/19/2022,11/14/2022
587,15287,769.49,11-07-2022,11/19/2022,11/14/2022
476,15287,69.99,11-07-2022,11/19/2022,11/14/2022
237,15287,49.99,11-07-2022,11/19/2022,11/14/2022
225,15287,8.99,11-07-2022,11/19/2022,11/14/2022
357,18113,2319.99,11-07-2022,11/19/2022,11/14/2022
485,18113,21.98,11-07-2022,11/19/2022,11/14/2022
228,18113,49.99,11-07-2022,11/19/2022,11/14/2022
363,13400,2294.99,11-07-2022,11/19/2022,11/14/2022
485,13400,21.98,11-07-2022,11/19/2022,11/14/2022
478,13400,9.99,11-07-2022,11/19/2022,11/14/2022
477,13400,4.99,11-07-2022,11/19/2022,11/14/2022
487,13400,54.99,11-07-2022,11/19/2022,11/14/2022
361,18353,2294.99,11-07-2022,11/19/2022,11/14/2022
485,18353,21.98,11-07-2022,11/19/2022,11/14/2022
355,17001,2319.99,11-07-2022,11/19/2022,11/14/2022
485,17001,21.98,11-07-2022,11/19/2022,11/14/2022
363,13359,2294.99,11-07-2022,11/19/2022,11/14/2022
480,13359,2.29,11-07-2022,11/19/2022,11/14/2022
486,13359,159,11-07-2022,11/19/2022,11/14/2022
363,13743,2294.99,11-07-2022,11/19/2022,11/14/2022
487,13743,54.99,11-07-2022,11/19/2022,11/14/2022
361,17139,2294.99,11-07-2022,11/19/2022,11/14/2022
478,17139,9.99,11-07-2022,11/19/2022,11/14/2022
477,17139,4.99,11-07-2022,11/19/2022,11/14/2022
384,26152,1120.49,11-07-2022,11/19/2022,11/14/2022
214,26152,34.99,11-07-2022,11/19/2022,11/14/2022
570,11171,742.35,11-07-2022,11/19/2022,11/14/2022
479,11171,8.99,11-07-2022,11/19/2022,11/14/2022
477,11171,4.99,11-07-2022,11/19/2022,11/14/2022
578,24284,1214.85,11-07-2022,11/19/2022,11/14/2022
